,usr0,usr1,usr2,usr3,usr4,usr5,usr6,usr7,usr8,usr9,1m0,1m1,1m2,1m3,1m4,1m5,1m6,1m7,1m8,1m9,class
a22cebc4-22f6-4b5b-832e-5a0bb0a6dec6,0.008798076802641852,0.17119785830651343,-0.028693510984130838,-0.13059434499978917,-0.31359948200209153,-0.15818351278988388,-0.08741412316204124,-0.1949146608948453,-0.2083557205596672,-0.09740303346261085,-0.031461244353703864,0.19642715425650678,-0.0808168323891896,-0.0671320889969953,-0.19280789351298738,-0.12318681948836042,-0.07634356853009953,-0.08613269581524462,-0.17258139828949332,-0.08509071848070618,0
7062a623-184c-4400-8674-3bfb6cb98cb9,-0.01714425622664117,-0.2637846946310961,-0.07584378554855967,0.12089478454770072,0.36241223298754616,0.3227277056673638,0.4482758059001665,0.3652979442601678,0.19272386173661682,0.36480030944043174,0.2103138145175965,-0.14984993397464624,0.08485650861655719,0.1088419590848035,0.3610703054734307,0.261801259981837,0.27735416152905984,0.6200055295702571,0.13741754771057518,0.24509176618852585,0
eb2ec1ea-b3a3-40f1-8375-a47fa6ee75a0,0.0819575488863162,-0.06492486719372016,-0.05281730843145662,-0.02374332148130942,0.0016867291926038791,-0.07382636544812614,-0.12556861596853247,-0.007297692548461216,0.04079598962549553,-0.09740303346261085,0.13100462252548276,-0.11288321852534104,-0.01537378767157147,0.004281225858011009,-0.006621314338901587,0.04442142186557581,-0.016370767349301582,-0.02787220026530734,0.05085745086567801,-0.08509071848070618,0
aae7e874-61f8-42bc-a32b-d462453d2397,0.03324502248677052,0.13119951474493072,0.08927417445418685,0.013509257510675193,0.05123358269966248,-0.10885032732480343,-0.0002323701659895942,0.09610257161390395,0.23828024484261673,0.30631425437262344,0.03686041693761066,0.031830549698815255,0.029309143025226542,-0.02951614189361626,-0.029505547135220266,-0.10829461934119336,0.01577234486219436,0.021021074136080026,0.15820550049137969,0.27983530438756593,0
2e86c6dc-2ac7-49f1-a764-cc5cf01d4ae5,0.020540529690969613,0.10879513467060299,-0.008296640516586172,-0.1102294990038401,-0.1148254241136503,-0.17255689182529138,-0.07706729104754369,-0.03262163286307195,0.042549916991737116,-0.09740303346261085,-0.0272800209654499,0.08289018540770564,0.0157948761763692,-0.09588499783333503,-0.060561051019884724,-0.16264082979005265,-0.04954350663344219,-0.061271510909452265,0.00541366846052104,-0.08509071848070618,0
38bce76f-35eb-418d-ae32-935ee8c3c4c4,-0.036430370483995216,-0.2827407138137145,0.006663324202945823,0.006907913906494745,0.018569203571867973,0.03604600633762387,-0.04963778771549565,0.059490267682586896,0.131662729491913,-0.09740303346261085,-0.15094159502216847,-0.23596480215485424,0.020216218039379223,-0.018574482364999974,-0.028248308666526653,0.05702068603040313,0.0019988509149731835,0.04696436478851514,0.06979143843502165,-0.08509071848070618,0
2d981b80-bcb3-4403-87d5-f71467395005,0.030143472410977534,0.0014415598735899103,0.04640381156875948,0.0672796757582036,0.12892789117469813,0.11083055781565315,-0.011445781657532463,0.0638132122231942,0.12370501419411462,-0.09740303346261085,-0.027955411403710714,-0.06656388993373676,0.027936532550523946,0.02081082771469513,-0.005390560447614849,0.15057072282216155,-0.0030570346238256107,0.025614184859241867,0.104790271700737,-0.08509071848070618,0
1874c0bc-2937-42d6-9425-d85a1bb2fdc9,0.00892563459103498,0.04301545502336024,0.007957640349388728,-0.03231989412794929,0.012507340444402108,-0.09307327519165086,0.0008820138391455056,0.04721724473963341,0.11474434878511498,-0.09740303346261085,0.10404121769766837,0.028506788002714542,0.014035754448863591,-0.029720962134999956,-0.0036332308408172104,-0.05471420967214463,-0.02600938610160716,0.003267533451045287,0.04616109602447034,-0.08509071848070618,0
8e7292f2-fe78-415d-acc8-25d394fe82bc,-0.057674322953328,-0.19705646072120306,0.09346020267208606,0.16841783054821705,0.2659527836335308,0.1625841034779263,0.017002835981736342,0.054674474971203244,0.20686855090662679,0.457700591614257,0.016819040558530354,-0.13115537444773803,0.10348213902012644,0.13499101455542295,0.20603893682836666,0.15381685968750394,0.020456255302494092,0.06593235508848815,0.26267006852707453,0.4493839139909345,0
aab56d7c-c65f-4931-b723-de04f355565d,0.013446844687053854,0.179622611357034,0.14520405051497293,0.030160597562437417,-0.050315192980354764,-0.050296007264244345,0.07016276033285554,-0.30459365387108744,-0.2083557205596672,-0.09740303346261085,-0.0791840614787854,0.19766023144543157,0.1232846466357608,-0.020387445689730534,0.04765649018310738,-0.09167364803876528,0.016439432666980402,-0.2465023244544577,-0.17258139828949332,-0.08509071848070618,1
5d5244eb-fee6-4ff0-ba4d-03f42229d092,-0.12323534367982769,0.11498477398003148,-0.03170713143045046,-0.16978580526454043,-0.3925862242097416,-0.1605481025290516,-0.09431676825992387,-0.21919322773934058,-0.2083557205596672,-0.09740303346261085,0.30300007587962313,0.26366612802908307,-0.009844942411104746,-0.0599603386637643,-0.2024436059403302,-0.14164664288791895,-0.06988012921858022,-0.1354372741994687,-0.17258139828949332,-0.08509071848070618,0
239b5e37-1e5d-4070-8bbe-43a36565d4ae,0.13796931876367824,0.2847950061805198,0.04831919362733519,-0.01671233840993374,0.023319890897383587,-0.050317301023720125,0.006174484702065712,-0.004969948731179738,-0.2083557205596672,-0.09740303346261085,-0.07964536905437737,0.23219065943841635,0.007014133356251196,-0.04257191133949321,-0.009869569862103236,-0.09325230881875081,-0.009460957919584161,-0.02886929373633429,-0.17258139828949332,-0.08509071848070618,0
fc13b1f4-6d3e-4c62-a652-4b9b7231f9c9,-0.16878223408670887,-0.3228473672170788,-0.44585454759863175,0.08355208663198771,0.24516295808203417,0.3654648521189879,0.48509295516968653,0.35239391079977866,0.3651678574077525,0.48535060920885337,0.39948154459142027,-0.2532342828544229,-0.31503150222557935,0.03145742442032613,0.26548279186113954,0.2474482062658701,0.47105647432143116,0.4160324887947188,0.3631338284961571,0.8051187163649585,0
bb90043a-191e-4232-a9c2-432c4b7a2d2c,0.01427696408613113,0.11893490412600027,-0.012731703916431485,-0.1260584965187546,-0.15964611449230035,-0.13094079783737889,-0.007001249886122474,-0.03821156598416351,-0.2083557205596672,-0.09740303346261085,-0.08979436623837421,0.15709668530317172,-0.042497710364366115,0.003445721507016796,-0.10545552555807962,-0.15143008659652799,-0.04446530258873418,-0.06367329572101918,-0.17258139828949332,-0.08509071848070618,0
b0b3aa94-9a0d-4a29-a56a-05f510f849dd,0.07575599818733056,-0.25065084086132466,0.09638556879946504,0.3115076981766401,0.23700278072395087,0.19055699789295774,-0.026165686806659084,0.09534283824808808,0.335843995197226,-0.09740303346261085,0.033254515632447704,-0.24119578012586612,-0.012038889298015781,0.23461781068035267,0.10049322211088715,0.12945644761980724,-0.029788653102357957,0.021752857878414324,0.19490776984578898,-0.08509071848070618,0
11c4b14f-d47e-4d70-9faa-a2030432aefc,-0.02128451271744296,-0.26763303895842205,0.023392530719550043,0.25589770017452057,0.28451745842743953,0.3492306224097701,0.15896037361811455,0.17086964667581103,0.34255063293842086,0.5698500527659525,-0.14402767597352342,-0.24035737297145832,-0.02771737139895332,0.07414419344035982,0.10117714737452725,0.17245431369780564,0.10009909969191935,0.12822544615469308,0.2555621565009357,0.39612980476382087,0
02303614-e27b-4b29-a89d-724c66488c65,0.024813497939692727,-0.049814068547686816,-0.012787729584547014,-0.06626523811732427,-0.129267356354917,-0.10861803799799431,-0.06743129756104368,-0.04033500542405766,-0.2083557205596672,-0.09740303346261085,-0.0827773077898381,-0.10782930873197699,0.030827934037847126,-0.058577295053623676,-0.07439846375709702,-0.09374642213736707,-0.06268761871400368,-0.053217601432987476,-0.17258139828949332,-0.08509071848070618,0
fd8714b9-bab8-4aed-ac2e-cc1b37134e92,-0.22488422020148258,-0.45110222585891346,-0.3977035420188232,0.09886362140459704,0.2808389427947715,0.25422497316624243,0.2663001347044636,-0.009118079849214344,0.05625260689994154,0.33225047364913923,0.31179959509187916,-0.1255958603398849,-0.22069302490648104,0.10805309696699718,0.5373796951908728,0.24997881700906338,0.3226934623349074,0.2274911323089964,0.13904466010210295,0.524057496070106,0
be133574-7e69-47c9-95e3-9e8d40093778,-0.047101117147558914,-0.24994464300064037,-0.04148234214760359,0.10298843105847331,0.06482391860511162,0.2452303475100767,0.12471796226320733,0.027346143614713846,0.17894783059769895,0.4012379460855542,-0.17311425482835213,-0.21880412238372016,-0.08097787874452436,0.02718864612216351,-0.08040423116330593,0.13344938360214553,0.16911982316860658,0.015604706702791406,0.09226902155381152,0.3262506237751147,0
a8ec5595-1fb4-4e0e-bccd-0c0b2fe33303,0.08834794224753147,-0.09721375049603001,0.15108225201709877,0.3185229943158315,0.3486003817732575,0.21191751741682138,0.026793406815273715,0.03798198529396002,0.17606535243670535,0.40707553188763723,0.059776395864660055,-0.16686127913812457,0.05527477077772369,0.10060656304260274,0.14664493511777657,0.11040744099728958,-0.01318814840654361,0.01860385230634865,0.04935365774816908,0.38768967577309255,0
0684e270-52c8-4a2b-95df-a0220e51f024,0.06511137039434299,0.22604004080456172,-0.0636693281410892,-0.1291850816344185,-0.3010864732827287,-0.1934237936737635,-0.050062662129480316,-0.048823155123401,-0.2083557205596672,-0.09740303346261085,0.09007146658328793,0.23762217245399578,-0.04699709776880689,-0.03589193237790174,-0.21029550418346674,-0.13534575988571176,-0.046229952456013614,0.006566363411486514,-0.17258139828949332,-0.08509071848070618,0
6b4b2b2f-eb62-4a1a-9818-8ba541cbd783,-0.10350514481731649,-0.21723133882010698,-0.1198862323882866,-0.06513448401884561,-0.0759772444741626,-0.11213422158197019,-0.051606393182993766,-0.016745832622957653,-0.09489877900738343,-0.09740303346261085,-0.06913809015410613,-0.20666321878134294,-0.003201421100378016,-0.039284647861429434,-0.056636659814634824,-0.051271861010488,-0.04752591369918463,-0.00048675069513247457,0.021267826592102784,-0.08509071848070618,0
704917f2-673d-4f5b-9660-c1ca756d8885,-0.030589945518247515,-0.1329209178376107,-0.004425457709155783,-0.013596201438596382,-0.07039290534729765,-0.08273919747883969,-0.0020889012398761985,0.013016134340872376,-0.04415885614182216,-0.09740303346261085,-0.05976297073761299,-0.17585335587051262,0.05638599062953724,-0.01790932356129632,-0.04669715370526662,-0.0825206679063149,-0.032264519357966676,-0.00013642869082334505,-0.0006476597517427798,-0.08509071848070618,0
ac286fda-358a-464f-be53-5242d6151158,-0.13999181193381538,0.15206544170163613,-0.09460141599571482,-0.2029006836527487,-0.1901853480379392,-0.11890269535078825,-0.027598325894924152,-0.012550986795333362,-0.2083557205596672,-0.09740303346261085,0.11734791716518976,0.19163137999923355,-0.06465025594977584,-0.06394520771644294,-0.12166564484773139,-0.08525142581654294,0.013666965804690265,0.029387747442927527,-0.17258139828949332,-0.08509071848070618,0
63433389-6444-45a0-9300-7655b2ad2695,0.020193973065257567,0.16178651262114052,0.02818206095966417,-0.059221540684405105,-0.05258603109237043,-0.1451246349965975,-0.004538276124586193,0.040431840884260856,0.10217230984293221,-0.09740303346261085,-0.14240366476841324,0.05099871326714407,0.039114388428900804,-0.04571113642526727,-0.06786612063537514,-0.09103192618446045,-0.04314107123807852,-0.011626990432157442,0.04796808700720727,-0.08509071848070618,0
caf902e0-5e1f-4117-ac86-3ea4a746c0c7,0.07593939745523741,-0.13885570558211133,0.12164031647352973,0.21489632699878278,-0.0014190994399972535,-0.12306512268583411,-0.04877063956413486,-0.014331163565064774,-0.2083557205596672,-0.09740303346261085,-0.033032822654016816,-0.14180719867663816,0.04408328790005011,0.1385540755862429,-0.062090924844241266,-0.10685981433751465,-0.07402393181585924,-0.019579110053545998,-0.17258139828949332,-0.08509071848070618,0
59b03e9c-3ca4-4033-95f7-9c4698ab02f7,-0.025910910124568306,-0.22524098707629375,0.04704579952857998,0.1758200317727444,0.11948798367506965,0.1015771398702421,0.2440712928079592,-0.30459365387108744,-0.2083557205596672,-0.09740303346261085,0.09568529695501594,-0.09418865899843233,0.07078477361461719,0.16538958305397797,0.11486811597783847,0.208457036287945,0.148541612545813,-0.2465023244544577,-0.17258139828949332,-0.08509071848070618,1
91cb8eaf-9d67-4788-894c-b1aaa82e10aa,0.006896762409532542,0.2962143964287304,0.0012042642774181538,0.04815565726855321,0.15318875936032925,0.06301528382939829,-0.025145796898098628,0.08338948192013684,0.1914208437533845,0.32143582862362585,0.036111065867956156,0.3394406413049279,0.006749026279004904,0.012124218764491995,0.12533263988640092,0.032491399790521056,0.03178959260356261,0.12892219769659793,0.3019008242450255,0.24008248494656234,0
33e16bc7-7faf-4ea7-ad4e-e468cba9dd65,0.02919956698159535,0.018006994526403326,0.047181575403873494,0.03563365930510499,0.05575851069152013,-0.07095342147255608,-0.005555270454810702,0.040413467100284185,0.1440364422225002,-0.09740303346261085,-0.1361451069306922,-0.039570592924268816,-0.009920510316299945,-0.00020454022062823965,0.01180104612242852,-0.026715884977691617,-0.04270660432303137,0.011282122416290957,0.07817405529050628,-0.08509071848070618,0
53dd365f-b36a-4822-a594-b310cfaa2be3,0.004919516410550647,0.09349746146345532,0.12390625154821178,0.07783021189742748,-0.02882456214936128,0.0025256077842469938,0.12060810246995438,0.1304018262046445,-0.2083557205596672,-0.09740303346261085,0.048453890098274624,0.1022162169898423,0.04984007569422182,0.03521415211502679,-0.04155135610663771,-0.0360815214751156,0.06693231200935446,0.10263778541572369,-0.17258139828949332,-0.08509071848070618,0
1378c089-15eb-45f8-8bb9-83e89377b61e,-0.06452404339058458,0.2279104450656552,-0.008435218883257854,-0.21399293400167047,-0.3894458737108284,-0.11845468104869344,-0.01332415883582479,-0.002128033372926917,-0.2083557205596672,-0.09740303346261085,0.07145950890992812,0.19506607597530667,-0.007893803875312235,-0.07452184107229354,-0.27704910258068255,-0.10139329483788213,-0.05529870535741949,-0.04225014967411481,-0.17258139828949332,-0.08509071848070618,0
2775e36a-5be0-4848-b6d0-65d5cf38e449,0.04268862968826488,-0.1100521434212464,-0.024503085753900734,0.061586761513829295,-0.06674566447470785,0.07414463172035154,-0.04509033364628458,-0.07231056177543338,-0.2083557205596672,-0.09740303346261085,-0.0093576243502779,-0.16711301461960054,-0.047158144124141974,0.011144731867574368,-0.08726217879550807,0.047168441733125135,-0.037174590658154094,-0.04114940422861681,-0.17258139828949332,-0.08509071848070618,0
60001ac3-ec82-4924-b2a2-941aa6ce8df9,0.13235428657020756,0.33480576252545013,0.07212184005859694,-0.015763234865745192,-0.20839321142978595,0.0016424651031726255,0.060024034893302824,-0.30459365387108744,-0.2083557205596672,-0.09740303346261085,0.016079131501034006,0.34429614940526526,0.0030771693773656316,0.01010846312155924,-0.1833513414622243,-0.06471882831838269,0.012898022224669839,-0.2465023244544577,-0.17258139828949332,-0.08509071848070618,0
531670a7-3a32-4740-b45d-c8af73f22cd0,0.0038221911677627047,-0.24147151265989103,0.03492773018035045,0.11760073480891406,0.2426036117324937,0.2766220783847395,0.4344213425794521,0.20755209538589836,0.21640318151694027,0.4347165693210934,-0.12726901999379922,-0.2239348328324495,-0.040098119669873436,-0.008583918808755645,0.08877301764994971,0.11010847116653208,0.33621550111554144,0.2749909036265754,0.11866732812725794,0.3513879440596914,0
